CENSUS_YEAR,COMM_CODE,DWELLING_CNT,RESIDENT_CNT,OCPD_DWELLING_CNT,VACANT_DWELLING_CNT,OCPD_OWNERSHIP_CNT,RENOVATION_DWELLING_CNT,UNDER_CONST_DWELLING_CNT,INACTIVE_CNT,OTHER_PURPOSE_CNT
2006,TUS,"5,680","14,571","5,274",56,"5,072",1,331,3,15
2006,HPK,"2,038","3,496","1,855",82,597,22,21,57,1
2014,MAF,156,473,153,1,149,1,1,0,0
2000,TEM,"3,520","11,929","3,479",34,"2,763",2,0,4,
2005,SHS,622,"1,624",611,10,596,0,1,0,0
2010,RIV,"3,445","9,864","3,409",30,"3,184",2,0,4,0
2011,DDG,"4,088","11,765","3,991",54,"3,771",9,32,1,1
2009,SCA,347,874,298,18,266,7,4,20,0
2006,LPK,"1,423","2,425","1,346",54,604,0,6,0,17
1999,DAL,"3,681","9,364","3,617",50,"2,566",2,1,5,
2002,NAW,3,0,0,3,0,0,0,0,0
2009,WSP,"2,373","6,651","2,188",45,"2,047",3,120,4,13
1998,CAN,"3,143","8,580","3,107",27,"3,078",0,8,,
1998,BRD,"2,385","4,403","2,259",91,"1,724",0,4,,
2007,ST4,4,0,3,0,3,0,0,0,1
2013,DRN,"2,114","5,356","2,084",19,"1,618",10,0,0,1
2001,COL,956,"2,310",939,14,735,2,0,0,1
2014,ST4,3,0,1,2,0,0,0,0,0
2018,CGR,"2,212","7,028","2,177",27,"1,970",3,5,0,0
2002,RID,340,642,316,15,254,4,1,2,2
2010,EVN,"1,839","5,178","1,675",27,"1,509",1,124,0,12
2000,OAK,"2,296","6,545","2,271",22,"2,082",3,0,0,
2001,CRE,"3,472","5,758","3,279",119,"1,213",29,21,14,10
2005,BEL,159,494,155,3,152,1,0,0,0
2012,BRI,"4,200","11,835","4,109",66,"3,384",4,15,2,4
2010,APP,"2,065","6,361","1,972",76,"1,341",1,0,16,0
1999,RAM,"1,095","2,122","1,035",48,590,3,4,1,
2008,STA,714,"1,508",591,25,416,22,5,0,71
2018,AYB,12,0,4,1,0,0,0,0,7
1998,ERI,"2,038","6,385","1,973",19,"1,847",0,46,,
2001,OAK,"2,295","6,486","2,262",28,"2,068",5,0,0,0
2007,X04,0,4,0,0,0,0,0,0,0
1999,BRD,"2,427","4,660","2,280",93,815,3,41,5,
2000,CFC,4,133,2,1,0,0,0,0,
1998,X09,299,596,280,8,58,0,0,,
2003,SFH,3,0,2,1,1,0,0,0,0
2019,BLN,"18,308","25,115","16,253","1,581","3,880",93,27,4,350
1998,FHT,"2,077","6,795","2,037",39,"1,909",0,0,,
2002,EVE,"1,156","3,130","1,002",32,982,0,105,0,17
2018,DBC,0,0,0,0,0,0,0,0,0
2012,PKL,"1,448","3,785","1,419",20,"1,355",9,0,0,0
2019,X05,4,33,3,1,19,0,0,0,0
2004,MAL,"2,722","5,706","2,512",197,"1,520",6,0,6,1
2010,PEN,"3,234","8,119","2,829",272,"1,923",10,1,122,0
2000,CON,"7,954","12,191","7,549",248,"1,401",51,68,0,
2015,DIA,271,711,270,0,259,1,0,0,0
2014,SKR,"2,247","6,277","2,026",33,"1,879",0,178,0,10
2014,WIN,"1,899","3,843","1,739",91,"1,010",6,29,31,3
2008,SIG,"5,254","13,959","5,149",89,"4,894",11,0,3,2
2001,WES,6,8,4,1,2,0,0,1,0
2015,EVN,"4,616","12,879","4,057",69,"3,684",1,456,0,33
2018,FLN,"3,431","7,891","3,094",275,932,23,8,20,11
2013,LKV,"2,338","5,417","2,281",31,"1,810",13,8,0,5
2003,DNW,"1,128","1,232",768,96,445,0,256,0,8
2011,FHI,2,326,1,0,0,0,0,0,1
2017,TAR,"5,192","18,925","4,796",285,"3,372",8,0,95,8
2018,BRI,"4,213","12,708","4,142",62,"3,337",4,0,2,3
2000,RCK,"1,560","3,391","1,490",34,452,10,0,24,
1998,RIC,"1,982","3,962","1,907",63,"1,440",0,11,,
2005,MLR,"2,302","6,400","2,261",40,"2,064",0,0,0,1
2015,RAM,"1,129","2,201","1,053",41,551,2,18,10,5
2019,SUN,8,0,2,6,0,0,0,0,0
1999,BRA,"2,543","6,648","2,509",32,"1,944",1,0,0,
2012,DNE,"1,230","2,782","1,109",105,163,3,0,4,9
1999,APP,"1,384","4,936","1,367",10,"1,255",0,6,1,
2001,ROC,"1,154","2,341",856,50,828,0,231,0,17
2001,WGT,"1,360","3,296","1,332",26,"1,021",1,0,1,0
2014,SOC,"2,277","3,959","2,116",90,"1,018",17,36,9,9
2018,SAW,3,0,1,2,0,0,0,0,0
2009,BEL,159,430,142,9,135,7,1,0,0
2014,HUN,"5,578","13,536","5,365",111,"3,328",65,3,27,7
2013,PAT,"2,010","4,269","1,974",28,"1,497",4,0,0,4
2015,HIW,"1,006","2,311",947,38,583,3,3,11,4
2001,SSW,164,388,158,6,151,0,0,0,0
2010,ROY,"3,926","10,715","3,686",106,"3,287",3,121,4,6
2012,CAN,"3,195","7,787","3,110",70,"2,540",8,0,6,1
2014,COL,982,"2,298",953,17,705,7,3,2,0
2016,ROC,"3,111","8,264","2,999",90,"2,537",5,13,3,1
2013,CAP,"2,301","4,164","2,066",127,799,13,27,55,13
2014,KIL,"3,772","7,231","3,459",138,"1,849",27,93,35,20
2006,HUN,"5,507","13,739","5,379",97,"3,519",13,0,16,2
2014,BRA,"2,548","5,960","2,505",35,"1,908",6,1,0,1
2004,ARB,"3,771","10,312","3,620",95,"3,416",1,52,1,2
2005,STR,"2,418","7,181","2,366",36,"2,198",1,15,0,0
2004,GDL,"1,106","2,804","1,089",15,902,1,0,1,0
2008,PAT,"2,009","4,179","1,910",50,"1,519",36,1,8,4
2008,COV,"5,168","15,060","5,010",73,"4,640",3,57,17,8
2012,X03,31,89,26,3,30,0,1,0,1
2006,DDG,"3,963","11,847","3,949",12,"3,850",2,0,0,0
2007,RAM,"1,152","2,037","1,039",23,544,13,17,49,11
2008,MOP,"2,558","4,885","2,317",78,"1,349",14,64,80,5
2011,X11,0,19,0,0,36,0,0,0,0
2001,CAP,"2,108","3,919","1,988",97,760,7,7,5,4
2000,FHI,1,1,1,0,1,0,0,0,
2014,MAH,989,"2,659",846,23,819,7,92,1,20
2004,EYA,775,"1,651",705,39,432,3,1,2,25
2017,PKL,"1,446","3,685","1,424",11,"1,349",7,3,1,0
2002,OAK,"2,294","6,382","2,278",12,"2,081",0,1,3,0
2008,UMR,"1,073","2,535",991,7,747,17,12,45,1
2004,FHT,"2,130","6,248","2,030",81,"1,448",12,0,5,2
2000,HAY,"2,904","6,080","2,746",20,"2,024",5,0,129,
2017,BDO,379,911,366,13,307,0,0,0,0
2004,NHU,245,669,245,0,234,0,0,0,0
2004,HIW,970,"2,183",916,40,664,1,1,4,8
2003,KIL,"3,469","6,488","3,226",170,"1,708",3,26,30,14
2001,SFH,6,6,3,1,1,0,0,0,2
2009,PAL,"1,707","3,215","1,642",60,"1,071",4,0,1,0
2002,FHT,"2,090","6,640","2,061",25,"1,435",1,0,2,1
2002,COA,"1,474","3,353","1,443",20,"1,197",1,8,0,2
2003,PAL,"1,666","3,135","1,576",67,"1,053",0,22,0,1
2010,CHN,"1,456","1,209",754,43,160,56,594,0,9
2012,BRE,"2,595","6,059","2,503",65,"1,665",15,0,9,3
2017,ST4,4,0,3,1,0,0,0,0,0
2007,BYV,249,655,238,2,235,8,0,0,1
2019,X12,122,311,111,4,110,0,1,0,6
2009,CHA,"3,466","10,537","3,273",51,"3,027",0,129,2,11
2000,CIT,"2,090","5,879","1,931",74,"1,879",0,67,0,
2017,HIL,"3,017","6,641","2,711",158,"1,336",10,110,20,8
2000,CHN,762,"1,281",743,15,75,2,0,0,
2012,X06,13,60,12,0,16,0,1,0,0
2003,VIC,"3,253","5,185","3,015",188,669,8,0,1,41
2002,HIW,949,"2,162",920,23,692,1,0,1,4
2011,X01,108,363,101,5,113,0,2,0,0
2011,SIL,"3,534","8,904","3,454",71,"2,889",7,0,1,1
2018,ST3,0,0,0,0,0,0,0,0,0
2005,ARB,"3,795","10,537","3,726",56,"3,511",3,9,0,1
2017,PAL,"1,840","3,484","1,750",76,"1,012",7,0,0,7
2007,RCK,"1,593","3,270","1,443",39,426,23,15,66,7
2005,DRG,"1,491","4,291","1,445",44,"1,020",2,0,0,0
1998,GLA,"2,848","6,638","2,802",44,"2,787",0,0,,
2006,STD,2,2,1,1,1,0,0,0,0
2019,FLN,"3,425","7,812","3,085",251,923,29,35,18,7
2016,LPK,"1,097","2,689","1,026",67,369,1,1,1,1
2001,TAR,771,"2,397",751,15,661,0,5,0,0
2004,ASP,113,280,89,14,83,0,9,1,0
2005,CAP,"2,162","3,947","2,005",114,741,7,13,20,3
2000,CHA,"1,320","3,449","1,160",63,"1,139",0,74,0,
2009,SIG,"5,254","13,912","5,150",92,"4,889",7,0,3,2
2017,SRI,16,20,10,1,0,1,0,0,4
1998,GDL,"1,098","2,860","1,093",5,"1,080",0,0,,
2003,SOV,891,"2,268",852,28,492,5,2,2,2
2006,MLI,1,2,1,0,0,0,0,0,0
2006,BDO,370,"1,001",364,5,324,1,0,0,0
2014,SRI,19,58,19,0,0,0,0,0,0
2012,WIN,"1,883","3,887","1,771",86,"1,052",3,9,13,1
2017,SPH,"3,344","9,985","3,278",46,"2,822",3,10,3,4
2004,BRE,"2,553","6,254","2,470",69,"1,765",6,0,5,3
2015,PEN,"3,305","8,864","3,113",93,"1,894",36,2,46,15
2019,HAW,"3,334","9,248","3,278",43,"2,962",9,1,0,3
1999,MID,"2,504","7,283","2,482",22,"1,869",0,0,0,
2007,SHI,152,285,151,1,142,0,0,0,0
2009,SHN,"3,297","9,443","3,251",34,"2,834",10,1,1,0
2013,WHL,"2,957","5,966","2,696",149,"1,538",8,49,37,18
2001,WIL,"2,257","5,637","2,223",23,"1,827",10,0,0,1
2007,WHI,"3,589","11,677","3,452",53,"2,582",25,0,59,0
2002,SYV,30,82,29,1,16,0,0,0,0
2013,X02,27,"1,193",24,3,16,0,0,0,0
1999,SAN,"2,101","6,857","2,070",19,"1,929",1,11,0,
2003,TUX,"2,501","4,492","2,303",172,972,2,6,5,13
2003,DIA,271,839,270,1,267,0,0,0,0
2019,X10,9,65,9,0,24,0,0,0,0
1999,SNA,"2,004","3,279","1,893",79,279,21,0,1,
2000,BNK,"3,344","5,352","3,208",108,649,16,2,2,
2008,SSW,166,374,157,7,141,2,0,0,0
2004,VAF,11,17,8,3,5,0,0,0,0
2016,COU,"1,433","3,829","1,407",20,"1,160",6,0,0,0
2018,MIS,"3,486","4,667","3,241",209,"1,030",17,1,1,17
2003,GPK,5,8,5,0,2,0,0,0,0
2001,RCK,"1,567","3,350","1,484",59,458,1,3,17,3
2005,SAW,2,2,1,1,0,0,0,0,0
2019,GRV,"1,120","1,906",999,113,386,3,0,1,4
2003,RAM,"1,138","2,061","1,035",62,567,12,9,15,5
2005,MIS,"2,968","4,032","2,753",151,"1,074",8,42,0,14
2011,ROX,162,441,156,1,146,2,2,1,0
2019,DAL,"3,742","8,939","3,550",149,"2,202",15,8,6,14
2002,RIC,"2,054","4,106","1,966",62,"1,079",3,13,6,4
2017,X11,0,57,0,0,47,0,0,0,0
2002,SPH,851,"2,278",763,9,734,1,71,0,7
2003,ALB,"2,582","6,332","2,445",104,939,6,1,21,5
2012,ALT,"4,486","9,111","4,140",215,"2,840",5,103,11,12
2019,NHU,246,597,242,4,225,0,0,0,0
2002,CLI,"1,355","1,998","1,294",50,253,2,0,6,3
2018,X04,0,20,0,0,37,0,0,0,0
2018,RIC,"2,492","4,882","2,176",112,"1,411",14,175,6,9
2005,CFL,474,195,61,7,2,83,319,0,4
2009,PKD,"1,185","2,247","1,045",48,477,2,52,37,1
2000,FLN,"3,167","8,163","3,010",131,"1,257",6,0,18,
1998,GRV,"1,093","2,273","1,072",20,996,0,0,,
2010,EFI,0,0,0,0,0,0,0,0,0
2014,BLN,"15,243","21,357","13,386",351,"4,348",84,"1,003",44,375
1999,FHI,1,1,1,0,1,0,0,0,
2014,CPF,"4,064","9,966","3,464",34,"3,036",4,541,0,21
2015,AYB,13,0,5,1,0,0,0,0,7
2017,EVE,"7,183","21,439","6,947",144,"6,080",6,77,7,2
2003,CFL,297,630,207,86,0,0,0,0,4
2012,ERL,742,"1,234",704,21,479,4,2,10,1
2003,CIA,5,0,3,2,3,0,0,0,0
2000,SAW,2,2,1,1,0,0,0,0,
2007,X03,23,101,22,0,13,0,0,1,0
2008,WAL,0,0,0,0,0,0,0,0,0
2018,LMR,"2,428","3,449","2,243",124,720,24,19,2,16
2004,OGD,"3,982","8,860","3,585",374,"2,385",2,5,15,1
2012,TAR,"4,559","16,841","4,414",116,"3,240",9,3,15,2
2019,ARB,"3,937","10,619","3,861",66,"3,193",7,2,0,1
2004,ROY,"1,804","3,999","1,385",97,"1,330",1,291,1,29
2007,ARB,"3,806","10,546","3,752",42,"3,469",5,0,6,1
2000,X02,39,668,39,0,21,0,0,0,
2006,GTI,1,1,1,0,0,0,0,0,0
2011,SKE,0,0,0,0,0,0,0,0,0
2011,CHW,"1,494","3,357","1,406",57,"1,135",8,4,19,0
2013,BYV,248,662,244,1,241,3,0,0,0
2008,MCK,"4,645","14,697","4,594",40,"4,244",9,0,2,0
2013,HAM,"2,472","7,846","2,444",19,"2,331",7,1,0,1
2005,MRT,"3,561","11,569","3,482",73,"3,155",0,0,6,0
2009,BRT,313,736,294,7,263,5,6,1,0
2019,AYB,11,0,2,1,0,0,0,0,8
2010,MER,0,0,0,0,0,0,0,0,0
2010,GPK,3,0,3,0,0,0,0,0,0
2011,SSD,"2,337","3,748","2,214",89,724,13,1,12,8
1998,SSW,164,405,161,1,161,0,2,,
2005,MAN,336,266,140,13,6,0,178,0,5
2006,LKB,"4,103","10,381","3,550",32,"3,408",18,499,3,1
2007,PIN,"3,772","9,829","3,650",62,"2,443",21,1,36,2
1999,ROY,131,244,90,10,83,0,31,0,
2003,COU,"1,425","3,686","1,408",17,"1,324",0,0,0,0
2009,CAP,"2,263","4,178","2,079",60,766,9,12,97,6
2014,CIA,3,0,2,1,0,0,0,0,0
2015,LEG,695,"1,303",449,15,433,0,202,0,29
2019,UNI,"1,378","2,919","1,304",61,378,5,1,0,7
1999,GTI,1,0,0,1,0,0,0,0,
1999,CRA,16,7,3,1,2,0,12,0,
2000,GPK,5,8,4,1,2,0,0,0,
2015,HAW,"3,330","9,828","3,308",16,"3,093",5,0,1,0
2003,MPL,810,"2,111",802,8,766,0,0,0,0
2002,PKH,804,"1,556",747,38,370,2,7,3,7
2006,CLI,"1,360","2,049","1,291",25,280,1,24,10,9
2013,MAH,828,"1,911",615,46,579,2,132,0,33
2013,CRM,466,"1,505",459,3,437,0,2,0,2
2018,SOM,"3,163","8,638","3,103",52,"2,368",2,0,3,3
2012,EVE,"6,961","20,110","6,766",120,"6,008",3,58,6,8
2015,KEL,902,"2,234",793,105,447,3,1,0,0
2016,ING,"2,340","3,863","2,032",246,"1,165",11,21,12,18
2004,DIS,794,"1,898",629,32,618,0,130,0,3
2019,X02,15,939,14,0,25,0,0,0,1
2007,SPH,"2,524","6,105","2,054",26,"1,953",6,426,5,7
2008,BYV,249,637,243,5,240,0,0,0,1
2009,DOV,"4,621","10,298","4,266",145,"2,902",19,155,34,2
2011,CAS,"1,968","6,098","1,850",88,"1,167",9,1,20,0
2006,GPI,0,0,0,0,0,0,0,0,0
2003,X07,0,0,0,0,0,0,0,0,0
2005,COA,"1,481","3,338","1,451",28,"1,234",0,1,0,1
2015,X03,21,84,15,5,30,0,0,0,1
2008,ARB,"3,899","10,581","3,741",59,"3,446",5,93,0,1
2011,BOW,"5,308","10,698","4,875",305,"2,457",26,21,75,6
2013,FVI,2,0,1,1,0,0,0,0,0
2011,RIV,"3,448","9,749","3,409",33,"3,158",1,0,4,1
2000,WIN,"1,713","3,744","1,655",29,"1,067",0,5,23,
2007,DIS,"1,622","3,804","1,408",12,"1,313",0,200,1,1
2008,OAK,"2,291","5,836","2,246",31,"2,052",12,0,2,0
2017,SAD,"5,383","19,911","4,914",240,"3,704",4,85,127,13
2006,X10,310,685,300,9,291,0,0,0,1
2013,SKR,"1,980","4,509","1,476",82,"1,357",1,394,1,26
2000,ALT,"3,174","6,154","2,764",238,"1,453",4,134,24,
2017,LKB,"4,110","10,418","4,024",67,"3,580",14,2,0,3
2018,PEN,"3,284","8,399","3,037",189,"1,837",18,0,30,10
2010,X02,16,"1,147",9,1,8,0,0,6,0
2000,BNF,"1,679","3,453","1,571",90,817,2,0,12,
2003,CHA,"2,005","5,736","1,879",20,"1,827",0,96,0,10
2012,COP,0,0,0,0,0,0,0,0,0
2014,LEG,310,351,125,12,123,0,143,0,30
2011,S23,1,0,1,0,0,0,0,0,0
2003,X10,310,691,296,14,284,0,0,0,0
2005,MID,"2,647","7,213","2,579",67,"1,857",1,0,0,0
2011,CED,"2,610","6,264","2,558",45,"1,922",3,0,4,0
2016,RAN,"3,074","7,731","2,969",89,"1,976",9,1,5,1
2016,ST4,4,0,2,0,0,0,0,0,2
2009,BRA,"2,541","6,012","2,480",53,"1,992",6,0,2,0
2012,BNK,"3,528","5,221","3,267",187,900,9,28,26,11
2003,PKL,"1,449","4,203","1,430",18,"1,383",0,0,0,1
2016,VAF,3,0,2,0,0,0,0,1,0
2011,CIA,5,0,3,2,0,0,0,0,0
2015,AUB,"4,979","13,183","4,290",76,"3,573",1,582,0,30
2019,BRD,"3,988","6,831","3,509",249,"1,364",28,118,47,37
2002,LMR,"2,210","3,183","2,108",87,495,0,0,3,12
2011,WLD,"1,056","2,577","1,015",24,896,11,5,1,0
2001,SCE,"2,890","9,490","2,853",20,"2,764",1,11,0,5
2012,X13,36,87,32,0,27,0,0,3,1
2013,COA,"1,480","3,229","1,423",38,"1,212",5,2,8,4
1998,BRI,340,432,157,2,157,0,161,,
2008,RED,917,"1,723",896,18,697,2,0,1,0
2013,DNC,"5,340","8,424","4,843",113,298,208,1,24,151
2017,MOP,"2,828","5,811","2,542",139,"1,514",7,105,22,13
2008,DNC,"4,840","7,884","4,445",160,357,32,106,8,89
2005,CHR,728,"2,241",716,12,690,0,0,0,0
2016,SAD,"5,190","19,256","4,877",200,"3,639",6,48,45,14
2009,SHI,150,262,144,5,143,0,0,1,0
1999,EAG,110,463,108,2,102,0,0,0,
2009,ING,"2,014","3,259","1,753",93,"1,071",12,118,12,26
1999,CHW,"1,492","3,757","1,482",8,"1,237",2,0,0,
2013,VAR,"5,666","12,261","5,385",117,"3,256",27,124,4,9
2002,COV,"2,780","7,587","2,583",18,"2,509",1,162,0,16
2015,POI,846,"1,334",803,38,619,5,0,0,0
2013,MOP,"2,663","4,866","2,380",107,"1,234",14,73,69,20
2013,MLR,"2,637","6,915","2,585",45,"2,067",4,0,2,1
2006,SHS,622,"1,617",613,9,599,0,0,0,0
2016,MLI,1,0,1,0,0,0,0,0,0
2006,ROY,"3,131","7,303","2,607",63,"2,478",2,434,1,24
2014,EAU,"1,321","1,886","1,187",34,614,15,0,6,79
2010,ROX,162,420,152,5,142,3,2,0,0
2006,X03,26,102,25,1,16,0,0,0,0
2006,RAM,"1,146","2,039","1,049",35,573,5,7,42,8
2000,BRT,314,817,306,3,258,2,1,2,
2009,VIS,841,"2,218",797,34,386,3,0,6,1
2019,VAF,3,0,1,2,0,0,0,0,0
2009,SHG,878,"1,603",785,35,338,7,3,44,4
2009,WES,0,0,0,0,0,0,0,0,0
2009,MLI,1,0,1,0,0,0,0,0,0
2016,PAN,"8,165","25,729","7,949",196,"6,568",12,3,3,2
2004,FVI,2,3,1,1,0,0,0,0,0
2001,ESP,0,0,0,0,0,0,0,0,0
2016,ACA,"5,031","10,766","4,742",239,"2,677",16,0,25,9
2007,HIW,984,"2,158",927,17,632,9,4,23,4
2001,MPL,810,"2,149",803,7,773,0,0,0,0
2013,STA,647,"1,602",611,20,364,6,10,0,0
2001,ARB,"3,071","8,111","2,853",111,"2,715",0,91,0,16
2004,MPL,810,"2,069",793,17,755,0,0,0,0
2010,EAG,110,457,93,14,90,1,1,0,1
2015,THO,"3,852","8,931","3,682",101,"2,161",19,1,42,7
1999,CAS,"1,831","6,474","1,804",24,"1,364",2,0,0,
2002,ROX,164,402,156,3,151,5,0,0,0
2006,LKV,"2,335","5,581","2,309",12,"1,891",11,1,1,1
2001,VIC,"3,291","5,521","3,002",196,525,0,0,8,85
2005,BRI,"2,597","6,892","2,443",27,"2,301",4,100,0,23
2000,BRE,"2,555","6,414","2,522",29,"1,824",0,0,2,
2007,PUM,560,"1,759",544,12,414,3,1,0,0
2003,CFC,5,81,2,0,0,0,0,0,3
2015,PIN,"3,848","10,212","3,676",77,"2,264",15,65,10,5
1998,CIN,6,11,4,2,4,0,0,,
2017,RID,337,597,302,27,226,4,2,0,2
2005,PAT,"2,004","4,162","1,861",111,"1,384",25,4,1,2
2008,WND,"2,411","3,942","2,240",43,965,73,7,43,5
2010,ACA,"5,050","10,683","4,797",183,"2,710",23,0,44,3
2013,CAS,"1,971","6,364","1,889",50,"1,161",24,3,5,0
2019,KSH,0,0,0,0,0,0,0,0,0
2011,WHI,"3,835","11,541","3,507",238,"2,443",14,1,75,0
2004,STA,718,"1,500",585,58,367,3,2,0,70
2005,GRI,5,5,5,0,1,0,0,0,0
2002,FLN,"3,250","8,193","3,068",142,"1,249",2,14,17,7
2007,SDC,"3,398","11,240","3,341",48,"3,089",4,1,3,1
2009,ROX,161,428,154,2,147,1,4,0,0
2010,ESH,0,0,0,0,0,0,0,0,0
2013,SSD,"2,417","3,704","2,219",65,632,3,118,8,4
2004,DNC,"4,699","6,944","4,261",302,169,2,0,31,103
2011,HAW,"3,331","9,898","3,294",35,"3,077",2,0,0,0
2014,RIC,"2,293","4,551","2,077",96,"1,273",11,84,10,15
2002,CAP,"2,120","4,067","2,046",61,777,6,3,3,1
2015,CAP,"2,315","4,460","2,083",162,840,7,33,20,10
1998,SAW,1,2,1,0,0,0,0,,
2004,WIN,"1,799","3,668","1,675",111,"1,043",1,8,3,1
2005,FAL,"3,351","10,151","3,192",147,"2,052",3,0,7,2
2001,ROY,338,713,238,26,226,0,52,0,22
2002,CFL,297,666,213,17,0,0,65,0,2
2019,RUT,978,"2,263",939,31,341,4,3,0,1
2007,CAM,922,"2,060",872,13,547,15,5,17,0
2002,VAR,"5,313","12,378","5,146",85,"3,461",75,1,0,6
2006,X05,7,31,7,0,3,0,0,0,0
2003,SHG,856,"1,616",815,33,345,1,4,2,1
2016,PKD,"1,064","2,412",938,94,563,4,12,13,3
2004,X06,13,50,12,1,10,0,0,0,0
2019,PKD,"1,098","2,566",995,62,601,2,30,2,7
2000,CAP,"2,098","3,971","2,003",43,776,5,10,35,
2000,SOC,"1,897","3,434","1,793",79,704,9,4,7,
2019,ABP,0,0,0,0,0,0,0,0,0
2006,OAK,"2,291","6,041","2,253",26,"2,075",10,0,2,0
2009,X11,0,20,0,0,19,0,0,0,0
2007,OAK,"2,291","5,978","2,238",34,"2,059",13,0,6,0
2015,LMR,"2,403","3,480","2,228",87,750,28,49,1,10
2017,FAL,"3,564","10,352","3,223",283,"1,853",12,3,41,2
2019,X11,0,41,0,0,54,0,0,0,0
2003,CRE,"3,571","5,801","3,274",217,"1,275",40,26,9,5
2010,FAI,"1,598","3,526","1,526",57,"1,042",13,0,0,2
2019,DIA,271,690,270,1,256,0,0,0,0
2009,AYB,14,0,7,1,0,0,0,2,4
2006,ROC,"2,629","6,043","2,405",32,"2,284",3,177,0,12
1999,SPH,282,689,233,37,225,1,5,0,
2016,MAN,661,"1,008",466,80,6,0,113,0,2
2008,MAF,157,485,153,1,147,2,0,0,1
2012,CGR,"1,908","5,871","1,878",19,"1,703",3,7,1,0
2016,PKL,"1,445","3,677","1,416",17,"1,355",11,0,0,1
2014,CAP,"2,322","4,413","2,139",70,806,20,47,37,9
2005,X05,7,20,6,1,3,0,0,0,0
2008,EDG,"5,415","16,575","5,350",60,"4,827",4,0,1,0
2008,DIA,271,778,269,2,263,0,0,0,0
2016,GLA,"2,974","6,455","2,915",38,"1,721",7,0,11,3
2003,BED,"4,246","12,706","4,178",61,"3,303",3,0,1,3
2016,DRG,"1,509","4,110","1,471",35,"1,166",2,0,0,1
2001,MON,"1,656","3,909","1,594",52,"1,024",3,2,3,2
2015,EAU,"1,321","1,680","1,013",219,619,75,0,8,6
2001,ST4,8,14,7,0,4,1,0,0,0
2006,CRA,"2,331","5,225","1,887",13,"1,824",0,406,1,24
2016,EAG,110,474,101,6,96,1,2,0,0
2006,MCI,0,0,0,0,0,0,0,0,0
2002,QLD,"1,873","5,481","1,840",33,"1,528",0,0,0,0
2004,HAM,"2,399","7,906","2,337",18,"2,310",1,37,0,6
2000,PAN,577,"1,484",454,26,446,0,88,0,
2003,EVE,"1,406","3,833","1,272",24,"1,234",0,84,0,26
2001,RAN,"2,959","8,091","2,909",48,"2,122",1,0,0,1
1999,FAL,"3,229","10,579","3,173",53,"2,136",1,0,0,
2003,COV,"3,255","8,676","3,034",46,"2,925",0,146,0,29
2009,HIF,0,0,0,0,0,0,0,0,0
2002,PAT,"1,910","4,111","1,799",96,"1,311",2,10,2,1
2015,GLA,"2,961","6,430","2,894",46,"1,770",14,1,3,3
2019,BEL,159,390,142,6,134,4,6,0,1
2005,FLI,62,106,60,2,60,0,0,0,0
2006,VAR,"5,450","12,158","5,297",75,"3,556",63,1,1,13
2017,QLD,"1,908","4,787","1,836",55,"1,432",7,2,8,0
2003,FAL,"3,324","10,423","3,137",181,"2,060",2,0,1,3
2010,MCI,0,0,0,0,0,0,0,0,0
2000,MOR,"2,866","9,735","2,788",30,"2,637",12,35,0,
2002,FAL,"3,282","10,632","3,190",84,"2,091",2,0,4,2
2007,FVI,2,0,1,1,0,0,0,0,0
2016,SSD,"2,575","3,983","2,311",161,823,15,71,8,9
2016,CRE,"3,685","6,092","3,267",306,"1,379",37,34,19,22
1999,X02,38,883,38,0,22,0,0,0,
2000,FAI,"1,584","3,897","1,565",15,"1,164",3,0,1,
2002,SHI,155,312,151,4,136,0,0,0,0
2019,CAP,"2,440","4,743","2,173",178,836,17,37,11,24
2016,CAP,"2,346","4,571","2,091",169,829,13,28,32,13
1998,TEM,"3,505","12,059","3,464",40,"3,378",0,0,,
2010,CAS,"1,962","5,947","1,791",140,"1,161",14,0,17,0
2015,MRT,"4,157","15,055","4,043",94,"3,012",3,1,15,1
2011,X09,7,91,7,0,43,0,0,0,0
2016,X01,112,368,109,1,121,1,1,0,0
2016,MOR,"3,180","10,666","3,083",72,"2,574",6,0,17,2
2006,X11,0,0,0,0,0,0,0,0,0
2010,MCT,"6,098","14,702","5,771",149,"4,899",3,146,4,25
2006,DNW,"1,635","2,681","1,597",25,834,0,0,0,13
2015,SAN,"2,123","6,103","2,090",24,"1,820",6,0,2,1
2008,APP,"2,053","6,127","1,937",28,"1,408",3,63,21,1
2009,NOL,2,0,1,0,0,0,1,0,0
2008,X05,6,32,5,0,10,0,0,0,1
1998,CRA,1,5,1,0,0,0,0,,
2005,DNE,896,"2,159",833,61,111,0,0,0,2
2006,HAY,"2,904","5,970","2,827",51,"1,986",18,0,3,5
2009,ALT,"4,394","8,723","4,037",171,"2,751",27,78,76,5
2010,LPK,"1,426","2,517","1,334",82,506,1,0,0,9
2014,PKH,858,"1,605",769,41,417,16,21,5,6
2012,DRN,"2,113","5,341","2,074",35,"1,618",2,0,1,1
2010,TUS,"6,463","18,601","6,321",86,"5,875",3,41,2,10
2004,CON,0,0,0,0,0,0,0,0,0
2012,SSW,165,406,159,0,132,1,1,3,1
2013,FHT,"2,229","6,321","2,163",52,"1,320",9,0,4,1
2018,BDO,378,919,370,8,316,0,0,0,0
2009,CED,"2,601","6,366","2,549",44,"1,957",1,0,6,1
